account_id,name,delivery_address,phone_number,device_fingerprint,payout_account,ip_address,account_age_days,ground_truth_group,ground_truth_id
ACC00404,Diya Mehta,"House 355060, Block 771, Model Town, Bengaluru - 560210",+91-8638383075,DEV-Android-13-453452872520,BANKACC-8621503974,70.135.96.11,739,background,
ACC00405,Tanvi Chatterjee,"House 753500, Block 694, Park Street, Chennai - 600671",+91-9773877560,DEV-iOS-17-333818421063,BANKACC-3385695596,54.85.93.21,646,background,
ACC00406,Aadhya Bhatt,"House 669037, Block 179, Sector 12, Bengaluru - 560490",+91-8345768923,DEV-Windows-11-864691482200,9580782236@upi,66.30.100.108,720,background,
ACC00407,Kiara Chauhan,"House 703657, Block 752, Park Street, Ahmedabad - 380448",+91-8758328762,DEV-Android-13-810227835881,BANKACC-7256933406,63.208.232.224,163,background,
ACC00408,Siddharth Reddy,"House 647118, Block 601, Civil Lines, Hyderabad - 500998",+91-7524418722,DEV-Android-13-465938329331,6165857872@upi,145.14.39.236,406,background,
ACC00409,Sai Reddy,"House 274202, Block 294, Green Avenue, Pune - 411106",+91-7928952115,DEV-iOS-18-930901181741,6553206190@upi,120.38.18.170,161,background,
ACC00410,Kiara Gupta,"House 764812, Block 574, Lake View, Ahmedabad - 380436",+91-7559323619,DEV-Android-14-390886560543,6596165743@upi,132.85.175.130,814,background,
ACC00411,Aadhya Nair,"House 658758, Block 439, Sector 12, Chennai - 600470",+91-7917438220,DEV-macOS-15-185935070763,BANKACC-7550863416,159.150.233.124,467,background,
ACC00412,Rohan Iyer,"House 827740, Block 889, Green Avenue, Kolkata - 700609",+91-8500840564,DEV-Windows-11-341088041869,BANKACC-8786651092,131.245.81.132,435,background,
ACC00413,Varun Chauhan,"House 798211, Block 595, Lake View, Chennai - 600404",+91-8155748017,DEV-macOS-15-237309044215,5313460440@upi,116.142.203.131,817,background,
ACC00414,Isha Singh,"House 626815, Block 50, Civil Lines, Ahmedabad - 380141",+91-8530922884,DEV-iOS-18-118331626315,8703737200@upi,112.193.180.44,716,background,
ACC00415,Isha Reddy,"House 528973, Block 795, MG Road, Mumbai - 400052",+91-8148956041,DEV-iOS-17-329688009638,7213672978@upi,7.200.110.20,374,background,
ACC00416,Dev Kapoor,"House 537830, Block 330, Civil Lines, Hyderabad - 500471",+91-8421974590,DEV-iOS-18-105692182515,1639786572@upi,202.173.114.59,187,background,
ACC00417,Isha Mehta,"House 280230, Block 526, Lake View, Kolkata - 700316",+91-8189024736,DEV-iOS-18-323991755332,BANKACC-4637390820,5.101.136.162,414,background,
ACC00418,Tanvi Chauhan,"House 706838, Block 301, Hill Road, Delhi - 110253",+91-7885174280,DEV-Windows-11-600002620791,9872678802@upi,136.238.166.172,809,background,
ACC00419,Sai Singh,"House 127386, Block 880, Model Town, Ahmedabad - 380346",+91-8452854063,DEV-macOS-15-826151002470,BANKACC-2205240792,24.42.17.240,444,background,
ACC00420,Krishna Verma,"House 723677, Block 993, Sector 12, Hyderabad - 500606",+91-9507591163,DEV-Android-14-567226705744,BANKACC-8961490022,27.171.44.227,93,background,
ACC00421,Karan Kapoor,"House 806230, Block 846, Park Street, Mumbai - 400093",+91-8843212583,DEV-Windows-11-775973044433,1554615985@upi,43.137.114.189,183,background,
ACC00422,Nikhil Pillai,"House 356693, Block 66, Civil Lines, Delhi - 110260",+91-7340460391,DEV-iOS-18-266971770668,1640519402@upi,151.48.248.65,616,background,
ACC00423,Kiara Malhotra,"House 14095, Block 746, Station Road, Pune - 411498",+91-7458484178,DEV-Android-14-885475232593,BANKACC-2588118877,134.245.141.104,230,background,
ACC00424,Nikhil Chauhan,"House 32758, Block 469, Green Avenue, Kolkata - 700397",+91-9318973655,DEV-Android-13-254682427808,8813393437@upi,86.117.136.159,590,background,
ACC00425,Isha Kumar,"House 828122, Block 135, Civil Lines, Ludhiana - 141460",+91-8526357561,DEV-Windows-11-337008122861,1187081420@upi,190.248.49.153,720,background,
ACC00426,Ishaan Iyer,"House 149833, Block 153, Park Street, Delhi - 110457",+91-8592211438,DEV-macOS-15-163585644193,BANKACC-5186513222,7.128.243.235,251,background,
ACC00427,Neha Chauhan,"House 887680, Block 434, Ring Road, Ahmedabad - 380510",+91-9450793592,DEV-Windows-11-560640150013,8339524802@upi,94.141.202.7,681,background,
ACC00428,Myra Chauhan,"House 478512, Block 128, Lake View, Hyderabad - 500700",+91-9587318347,DEV-Android-14-137859797847,BANKACC-8710630159,90.228.73.149,630,background,
ACC00429,Dev Sharma,"House 355364, Block 129, Model Town, Ludhiana - 141780",+91-7389213669,DEV-macOS-15-240646579405,BANKACC-2947503777,202.147.253.229,544,background,
ACC00430,Sai Verma,"House 65278, Block 195, MG Road, Delhi - 110761",+91-8769656609,DEV-Windows-11-462666467593,6303589332@upi,99.254.135.76,619,background,
ACC00431,Pooja Bose,"House 713860, Block 187, Hill Road, Delhi - 110317",+91-8050875423,DEV-Android-13-213062540996,4098320083@upi,123.196.239.4,565,background,
ACC00432,Aarav Mehta,"House 798038, Block 233, Ring Road, Jaipur - 302782",+91-9459135281,DEV-Android-13-657709625921,8090739567@upi,208.5.217.192,357,background,
ACC00433,Neha Patel,"House 550831, Block 42, Model Town, Ludhiana - 141679",+91-7176783557,DEV-Android-14-595867973961,7673021258@upi,14.96.214.59,828,background,
ACC00434,Yash Gupta,"House 939719, Block 323, MG Road, Kolkata - 700874",+91-8422112436,DEV-macOS-15-163280024707,1224529468@upi,5.202.130.148,730,background,
ACC00435,Tanvi Gupta,"House 124611, Block 682, Sector 12, Mumbai - 400083",+91-7702858351,DEV-Windows-11-954671849358,BANKACC-8894578296,171.185.132.113,749,background,
ACC00436,Priya Malhotra,"House 68348, Block 694, Model Town, Ludhiana - 141585",+91-7155854333,DEV-macOS-15-722398732395,BANKACC-3824979906,212.178.123.159,667,background,
ACC00437,Varun Kapoor,"House 541848, Block 929, Model Town, Ahmedabad - 380890",+91-9936399504,DEV-Windows-11-206317765251,6298937046@upi,106.111.37.182,389,background,
ACC00438,Vivaan Nair,"House 118828, Block 406, Sector 12, Jaipur - 302083",+91-7496894623,DEV-iOS-18-252727239017,2757174607@upi,161.185.228.58,24,background,
ACC00439,Yash Mehta,"House 320105, Block 299, Ring Road, Ahmedabad - 380216",+91-8414719520,DEV-macOS-15-923749484973,BANKACC-2388192598,68.210.183.38,524,background,
ACC00440,Priya Kapoor,"House 760295, Block 264, Sector 12, Bengaluru - 560247",+91-8960114408,DEV-iOS-17-495187805171,BANKACC-7808642808,41.85.40.215,700,background,
ACC00441,Karan Kumar,"House 746600, Block 509, MG Road, Ahmedabad - 380596",+91-7819379596,DEV-iOS-17-635989940844,BANKACC-4380453748,205.94.223.192,147,background,
ACC00442,Kiara Reddy,"House 52282, Block 713, Green Avenue, Kolkata - 700226",+91-7451966477,DEV-Android-14-797709926973,BANKACC-1125754474,119.73.0.172,460,background,
ACC00443,Ishaan Iyer,"House 180312, Block 514, Model Town, Kolkata - 700239",+91-7685241880,DEV-iOS-18-441339355527,BANKACC-2242942640,42.36.60.73,27,background,
ACC00444,Yash Iyer,"House 901953, Block 800, Lake View, Jaipur - 302099",+91-8115977155,DEV-iOS-18-610624503112,BANKACC-3126610913,184.78.75.88,272,background,
ACC00445,Aadhya Sharma,"House 314688, Block 154, Lake View, Delhi - 110674",+91-9735860541,DEV-Android-13-512252687456,BANKACC-5404232769,85.72.141.186,19,background,
ACC00446,Vihaan Patel,"House 973663, Block 604, Model Town, Chennai - 600898",+91-8981239665,DEV-iOS-18-400846070542,BANKACC-6256570083,34.78.11.179,742,background,
ACC00447,Varun Chatterjee,"House 414754, Block 358, Station Road, Kolkata - 700210",+91-9907969958,DEV-Android-14-236177039327,BANKACC-6926747344,37.254.252.227,212,background,
ACC00448,Aditya Bhatt,"House 278617, Block 20, Model Town, Ludhiana - 141076",+91-7121494342,DEV-iOS-17-689112969650,3140518463@upi,120.164.211.108,873,background,
ACC00449,Aadhya Bose,"House 635918, Block 867, Green Avenue, Jaipur - 302711",+91-7724445895,DEV-macOS-15-352180814778,2008893091@upi,173.195.73.194,480,background,
ACC00450,Dev Mehta,"House 850430, Block 212, Hill Road, Jaipur - 302745",+91-7321610543,DEV-Android-14-421838389200,BANKACC-5445187687,107.55.218.23,693,background,
ACC00451,Aadhya Sharma,"House 455021, Block 771, Model Town, Kolkata - 700786",+91-8381110714,DEV-Android-13-457726675321,BANKACC-2689443301,92.98.192.32,289,background,
ACC00452,Nikhil Joshi,"House 515730, Block 858, Lake View, Ahmedabad - 380973",+91-7366063206,DEV-Android-13-370287702210,BANKACC-3686880238,96.157.194.249,221,background,
ACC00453,Nikhil Verma,"House 413799, Block 957, Green Avenue, Chennai - 600926",+91-9551646959,DEV-Windows-11-602098010649,7132505817@upi,161.214.59.252,496,background,
ACC00454,Karan Kumar,"House 317121, Block 611, Model Town, Kolkata - 700856",+91-8444355161,DEV-iOS-18-181049534003,8791183317@upi,148.179.36.26,330,background,
ACC00455,Meera Sharma,"House 29632, Block 413, Hill Road, Bengaluru - 560683",+91-8480322995,DEV-iOS-17-347389368962,BANKACC-3270257069,218.32.185.117,256,background,
ACC00456,Reyansh Verma,"House 683276, Block 235, MG Road, Hyderabad - 500472",+91-9027141049,DEV-Android-14-771493808863,BANKACC-7516965148,171.101.6.93,633,background,
ACC00457,Isha Chauhan,"House 242625, Block 10, Ring Road, Ludhiana - 141875",+91-9440418887,DEV-Android-13-694525307953,BANKACC-1334445956,168.161.141.234,518,background,
ACC00458,Myra Iyer,"House 876343, Block 825, Park Street, Mumbai - 400703",+91-8092549332,DEV-macOS-15-271578480945,1711622596@upi,183.212.124.150,68,background,
ACC00459,Karan Pillai,"House 790600, Block 945, Lake View, Kolkata - 700744",+91-9943670708,DEV-Windows-11-792155722455,9214632109@upi,113.18.164.47,795,background,
ACC00460,Simran Kapoor,"House 496737, Block 970, Green Avenue, Jaipur - 302034",+91-7608146323,DEV-Android-14-980238466364,BANKACC-2636339076,97.233.84.4,358,background,
ACC00461,Aadhya Rao,"House 923013, Block 643, Hill Road, Pune - 411366",+91-8955042880,DEV-Windows-11-389646252726,BANKACC-2960185016,191.183.27.27,875,background,
ACC00462,Arjun Agarwal,"House 303645, Block 74, Model Town, Hyderabad - 500720",+91-8401082894,DEV-Android-14-358096789683,BANKACC-5943862739,31.141.113.163,461,background,
ACC00463,Ishaan Kapoor,"House 938609, Block 752, Model Town, Kolkata - 700920",+91-9698755581,DEV-Android-13-660565869269,3978287017@upi,189.121.49.46,239,background,
ACC00464,Ananya Nair,"House 447199, Block 623, Station Road, Bengaluru - 560533",+91-7813773346,DEV-iOS-18-147729134504,BANKACC-7207767692,76.43.44.248,199,background,
ACC00465,Priya Kapoor,"House 927, Block 17, Civil Lines, Bengaluru - 560433",+91-7116841462,DEV-Android-14-995323082131,BANKACC-2935682273,204.191.79.215,417,background,
ACC00466,Reyansh Patel,"House 802645, Block 452, Park Street, Chennai - 600680",+91-7373369695,DEV-iOS-17-883085850651,1966292647@upi,196.253.146.115,140,background,
ACC00467,Ishaan Pillai,"House 916432, Block 407, Civil Lines, Jaipur - 302163",+91-7249249406,DEV-iOS-18-467665003121,BANKACC-4063100174,181.99.223.176,247,background,
ACC00468,Karan Malhotra,"House 306480, Block 991, MG Road, Hyderabad - 500855",+91-7843713260,DEV-iOS-18-228054680700,2191467621@upi,25.179.19.200,787,background,
ACC00469,Varun Bhatt,"House 46562, Block 342, Green Avenue, Ludhiana - 141339",+91-9211379686,DEV-macOS-15-413083595548,5077739086@upi,64.107.218.196,656,background,
ACC00470,Aarav Bose,"House 244563, Block 425, Green Avenue, Ahmedabad - 380793",+91-9563448682,DEV-iOS-17-701726901238,5306440942@upi,89.60.133.225,698,background,
ACC00471,Kiara Chauhan,"House 444366, Block 762, Station Road, Ludhiana - 141877",+91-8120733244,DEV-Android-13-367244864035,BANKACC-4851048368,20.111.42.19,312,background,
ACC00472,Kiara Kumar,"House 245928, Block 262, Model Town, Hyderabad - 500435",+91-9703449578,DEV-iOS-18-274413351494,BANKACC-6313322864,77.14.129.88,134,background,
ACC00473,Saanvi Chatterjee,"House 543066, Block 745, Ring Road, Bengaluru - 560965",+91-8837279576,DEV-Android-13-402946330208,BANKACC-3333563207,179.15.154.196,369,background,
ACC00474,Arjun Iyer,"House 916130, Block 124, Station Road, Hyderabad - 500637",+91-7710089625,DEV-macOS-15-771349920341,BANKACC-1445814478,152.88.33.74,574,background,
ACC00475,Neha Kapoor,"House 225638, Block 454, Green Avenue, Mumbai - 400364",+91-7857759620,DEV-Android-13-132788752578,BANKACC-6554157198,99.100.221.233,100,background,
ACC00476,Meera Malhotra,"House 529800, Block 30, Station Road, Delhi - 110194",+91-8447583320,DEV-macOS-15-590402488477,9904959159@upi,93.103.16.232,838,background,
ACC00477,Rohan Mehta,"House 503756, Block 481, Hill Road, Jaipur - 302827",+91-8521924534,DEV-iOS-17-345239732905,BANKACC-6126805818,147.188.54.139,638,background,
ACC00478,Vivaan Rao,"House 397334, Block 647, MG Road, Delhi - 110016",+91-8339695478,DEV-Android-13-167498640369,1737278957@upi,96.192.70.196,590,background,
ACC00479,Priya Iyer,"House 997647, Block 922, Hill Road, Kolkata - 700219",+91-8755845801,DEV-macOS-15-881215564988,7746366213@upi,71.89.34.35,616,background,
ACC00480,Aadhya Bose,"House 16826, Block 754, Ring Road, Jaipur - 302930",+91-9866055191,DEV-Android-14-263309009771,BANKACC-5312919381,42.173.214.142,682,background,
ACC00481,Neha Chatterjee,"House 208727, Block 432, MG Road, Bengaluru - 560316",+91-8387852536,DEV-Windows-11-756713794234,6352324046@upi,91.116.111.103,521,background,
ACC00482,Sai Mehta,"House 680966, Block 864, Sector 12, Delhi - 110387",+91-9821769371,DEV-iOS-17-114324672735,5505461722@upi,53.254.137.229,497,background,
ACC00483,Ananya Singh,"House 274648, Block 473, Model Town, Hyderabad - 500375",+91-9112098263,DEV-iOS-17-461952189231,BANKACC-4725886385,40.214.200.199,818,background,
ACC00484,Sai Joshi,"House 299370, Block 41, Model Town, Mumbai - 400607",+91-9220325860,DEV-Android-14-843893075339,BANKACC-1096783458,17.208.31.209,141,background,
ACC00485,Aarav Agarwal,"House 424981, Block 646, Ring Road, Hyderabad - 500690",+91-8287134539,DEV-iOS-17-371315501188,BANKACC-6903239157,31.109.34.190,698,background,
ACC00486,Vivaan Kapoor,"House 731370, Block 74, Lake View, Pune - 411319",+91-7375987702,DEV-Android-13-954615493587,BANKACC-6672119454,103.156.5.140,251,background,
ACC00487,Pooja Mehta,"House 886217, Block 284, Ring Road, Bengaluru - 560935",+91-9325487355,DEV-iOS-18-203743691025,BANKACC-3140776327,66.52.112.233,572,background,
ACC00488,Ananya Chatterjee,"House 244537, Block 521, Model Town, Chennai - 600242",+91-8753373752,DEV-iOS-18-598977637700,BANKACC-7123879549,50.81.98.225,327,background,
ACC00489,Neha Gupta,"House 596837, Block 759, Model Town, Ludhiana - 141355",+91-8020873108,DEV-macOS-15-860912108843,BANKACC-7255345489,25.214.100.163,899,background,
ACC00490,Rohan Kapoor,"House 280524, Block 472, Civil Lines, Ludhiana - 141522",+91-7806171111,DEV-Windows-11-532817300962,5557366624@upi,50.158.226.181,713,background,
ACC00491,Varun Bose,"House 288493, Block 889, Park Street, Kolkata - 700883",+91-9635022804,DEV-Windows-11-614946972832,2095212586@upi,196.63.174.116,195,background,
ACC00492,Siddharth Gupta,"House 465608, Block 40, Station Road, Delhi - 110909",+91-9823488475,DEV-Android-14-833412033145,7011314829@upi,167.149.234.26,367,background,
ACC00493,Dev Reddy,"House 160948, Block 727, Ring Road, Kolkata - 700571",+91-9639269493,DEV-iOS-17-407217989971,BANKACC-5364642251,48.81.182.92,258,background,
ACC00494,Myra Kumar,"House 629787, Block 661, Green Avenue, Jaipur - 302268",+91-7752753558,DEV-iOS-18-238361751539,BANKACC-7519240852,81.250.161.134,169,background,
ACC00495,Diya Agarwal,"House 53351, Block 245, Sector 12, Pune - 411628",+91-9951394046,DEV-iOS-18-820604637962,8047794833@upi,133.204.167.167,622,background,
ACC00496,Neha Kapoor,"House 741820, Block 618, Ring Road, Delhi - 110876",+91-9941866346,DEV-Android-14-313015603237,3186872757@upi,191.20.92.171,643,background,
ACC00497,Reyansh Malhotra,"House 159072, Block 65, Civil Lines, Ahmedabad - 380570",+91-7731029009,DEV-Android-14-108315029276,3864254991@upi,83.148.7.157,559,background,
ACC00498,Neha Rao,"House 70801, Block 169, Station Road, Jaipur - 302687",+91-9618392678,DEV-iOS-18-470777251610,2874519949@upi,104.195.207.77,822,background,
ACC00499,Vihaan Bhatt,"House 223934, Block 649, Station Road, Ahmedabad - 380798",+91-7481832041,DEV-Android-14-399524834910,BANKACC-2706817433,141.51.234.64,93,background,
ACC00500,Aadhya Sharma,"House 854944, Block 267, Green Avenue, Pune - 411489",+91-8066069541,DEV-iOS-18-301189690755,BANKACC-5240342215,38.254.90.144,554,background,
ACC00501,Ananya Kapoor,"House 662927, Block 261, Green Avenue, Chennai - 600638",+91-7499894477,DEV-Android-13-495628637770,BANKACC-6857018519,172.214.178.206,363,background,
ACC00502,Reyansh Kapoor,"House 531778, Block 77, Ring Road, Kolkata - 700966",+91-9178677947,DEV-Android-14-362136940042,BANKACC-5380389406,113.124.153.243,394,background,
ACC00503,Neha Bhatt,"House 839933, Block 534, Lake View, Pune - 411467",+91-8888439095,DEV-iOS-18-648278815343,BANKACC-3898954009,97.186.150.131,23,background,
ACC00504,Vihaan Sharma,"House 851641, Block 68, MG Road, Jaipur - 302780",+91-8574337803,DEV-iOS-18-278354106659,2710861945@upi,199.143.225.241,686,background,
ACC00505,Vihaan Kapoor,"House 150744, Block 175, Station Road, Delhi - 110554",+91-8193847873,DEV-Android-14-999002393877,BANKACC-8475713442,51.246.40.162,882,background,
ACC00506,Pooja Kapoor,"House 421688, Block 488, Sector 12, Jaipur - 302770",+91-7360858532,DEV-Windows-11-347216979412,5946704295@upi,122.249.153.129,50,background,
ACC00507,Priya Malhotra,"House 161192, Block 905, Station Road, Ahmedabad - 380433",+91-7434728962,DEV-macOS-15-561659005459,BANKACC-4217393578,139.98.70.62,453,background,
ACC00508,Diya Nair,"House 343646, Block 229, Civil Lines, Hyderabad - 500941",+91-8517163779,DEV-macOS-15-300990329345,2345605655@upi,109.26.89.232,645,background,
ACC00509,Simran Malhotra,"House 581351, Block 434, Civil Lines, Hyderabad - 500359",+91-7154787149,DEV-macOS-15-472242826263,BANKACC-4746821398,175.190.239.211,262,background,
ACC00510,Pooja Chatterjee,"House 758863, Block 834, Station Road, Mumbai - 400450",+91-8093020532,DEV-macOS-15-600053073120,6791160106@upi,154.154.211.247,775,background,
ACC00511,Reyansh Joshi,"House 294556, Block 674, MG Road, Jaipur - 302876",+91-8843176879,DEV-Windows-11-505485824960,BANKACC-3592738656,37.146.130.174,753,background,
ACC00512,Ananya Malhotra,"House 612149, Block 749, Green Avenue, Hyderabad - 500339",+91-9808017485,DEV-Android-13-933752470747,7900314286@upi,134.241.13.103,456,background,
ACC00513,Karan Rao,"House 306834, Block 107, Civil Lines, Chennai - 600259",+91-8662881740,DEV-iOS-18-137675372866,BANKACC-2924363392,98.199.233.129,878,background,
ACC00514,Sai Nair,"House 175186, Block 659, Ring Road, Ludhiana - 141330",+91-8433242398,DEV-macOS-15-550032593443,BANKACC-1358970424,13.218.57.87,758,background,
ACC00515,Varun Rao,"House 562957, Block 560, Station Road, Mumbai - 400744",+91-9788133312,DEV-Android-14-851449971386,5350015118@upi,199.148.228.195,249,background,
ACC00516,Vivaan Pillai,"House 87964, Block 981, Civil Lines, Bengaluru - 560650",+91-7651919152,DEV-Android-13-103352957269,6305775350@upi,73.78.116.20,272,background,
ACC00517,Dev Chauhan,"House 939524, Block 501, Park Street, Hyderabad - 500867",+91-8245265118,DEV-iOS-18-760141717776,BANKACC-7716536313,82.63.31.224,299,background,
ACC00518,Isha Singh,"House 625682, Block 707, Lake View, Jaipur - 302942",+91-7140576892,DEV-Android-14-143645124044,1038545295@upi,43.4.128.246,475,background,
ACC00519,Aadhya Pillai,"House 384912, Block 588, MG Road, Chennai - 600244",+91-9021640739,DEV-Android-13-879553387735,5774276108@upi,6.115.228.80,515,background,
ACC00520,Nikhil Rao,"House 681610, Block 742, Park Street, Delhi - 110165",+91-9024720708,DEV-macOS-15-976798749550,BANKACC-4100543664,99.190.192.53,489,background,
ACC00521,Dev Nair,"House 172158, Block 833, Park Street, Kolkata - 700297",+91-8377443358,DEV-Android-14-117747049610,BANKACC-9368960894,12.39.18.189,66,background,
ACC00522,Tanvi Bose,"House 245100, Block 141, Hill Road, Jaipur - 302761",+91-9732838789,DEV-iOS-17-503858367474,1340795049@upi,84.85.74.18,111,background,
ACC00523,Kiara Gupta,"House 560861, Block 873, MG Road, Pune - 411434",+91-7308748571,DEV-iOS-17-498054128609,BANKACC-1040041223,31.90.49.24,213,background,
ACC00524,Dev Patel,"House 915437, Block 205, Civil Lines, Mumbai - 400327",+91-8215078464,DEV-Windows-11-664229814133,BANKACC-1969202100,41.179.111.162,508,background,
ACC00525,Ishaan Gupta,"House 293273, Block 110, Station Road, Ludhiana - 141901",+91-7783898810,DEV-iOS-17-687757225887,2813109060@upi,114.140.26.177,739,background,
ACC00526,Aditya Bose,"House 62140, Block 389, Ring Road, Kolkata - 700039",+91-9412050020,DEV-Windows-11-888234969606,BANKACC-4806153408,134.210.108.132,175,background,
ACC00527,Dev Pillai,"House 585068, Block 401, Park Street, Pune - 411873",+91-9656985139,DEV-iOS-17-144764888968,BANKACC-8828710431,73.32.233.36,441,background,
ACC00528,Kiara Chauhan,"House 875241, Block 595, Lake View, Kolkata - 700851",+91-9579047045,DEV-iOS-17-780822046679,BANKACC-7477156014,129.189.45.144,658,background,
ACC00529,Nikhil Chauhan,"House 302663, Block 968, Hill Road, Pune - 411179",+91-8135095327,DEV-Android-14-201057606820,5993428602@upi,74.70.119.159,547,background,
ACC00530,Nikhil Iyer,"House 448357, Block 541, Lake View, Kolkata - 700393",+91-9004494778,DEV-Windows-11-625144196322,3172690596@upi,221.80.66.211,84,background,
ACC00531,Nikhil Joshi,"House 613359, Block 752, Green Avenue, Mumbai - 400527",+91-8006324745,DEV-Android-13-669006583378,3650944183@upi,222.245.46.243,254,background,
ACC00532,Diya Chatterjee,"House 250913, Block 971, Station Road, Ludhiana - 141284",+91-8914572436,DEV-iOS-17-456453050304,BANKACC-9261482513,9.9.103.194,296,background,
ACC00533,Kiara Verma,"House 634182, Block 850, Lake View, Ahmedabad - 380350",+91-7123441171,DEV-Android-13-231750845997,BANKACC-9291074523,134.196.111.38,310,background,
ACC00534,Neha Kumar,"House 742568, Block 283, Ring Road, Delhi - 110446",+91-7482446418,DEV-iOS-17-798043053003,6992683356@upi,155.68.211.60,250,background,
ACC00535,Tanvi Iyer,"House 42340, Block 614, Lake View, Kolkata - 700707",+91-8747286411,DEV-Android-14-162474878304,BANKACC-7738637675,161.32.169.194,184,background,
ACC00536,Kiara Bhatt,"House 753157, Block 530, Model Town, Hyderabad - 500625",+91-8952780142,DEV-macOS-15-935476419786,BANKACC-4750024698,133.166.92.73,737,background,
ACC00537,Saanvi Rao,"House 77266, Block 847, Park Street, Mumbai - 400795",+91-9700453325,DEV-macOS-15-956649203826,8056548167@upi,95.11.211.6,284,background,
ACC00538,Neha Gupta,"House 997025, Block 822, MG Road, Hyderabad - 500591",+91-8791916140,DEV-iOS-18-713610407772,7494213197@upi,57.41.55.149,746,background,
ACC00539,Reyansh Kapoor,"House 696705, Block 901, Green Avenue, Jaipur - 302952",+91-7566834474,DEV-Android-14-801193364860,BANKACC-2716848572,20.102.116.74,837,background,
ACC00540,Reyansh Joshi,"House 387678, Block 825, Hill Road, Hyderabad - 500005",+91-8391020723,DEV-iOS-17-470479885198,3931253287@upi,70.95.175.25,37,background,
ACC00541,Myra Pillai,"House 201205, Block 624, Station Road, Delhi - 110735",+91-7439620900,DEV-iOS-18-756415400456,BANKACC-2470749197,79.192.57.128,736,background,
ACC00542,Tanvi Nair,"House 774702, Block 686, Station Road, Bengaluru - 560592",+91-7566173060,DEV-Windows-11-521690526527,9639481773@upi,7.116.37.12,318,background,
ACC00543,Dev Reddy,"House 489429, Block 763, Green Avenue, Ludhiana - 141028",+91-7018293021,DEV-macOS-15-681390514182,BANKACC-8356505835,212.164.236.38,541,background,
ACC00544,Aarav Reddy,"House 442914, Block 810, Model Town, Mumbai - 400316",+91-8280743069,DEV-Windows-11-182663214471,BANKACC-2837697756,185.11.240.193,140,background,
ACC00545,Aditya Gupta,"House 811875, Block 160, Lake View, Pune - 411001",+91-9216235417,DEV-macOS-15-343485665816,4168364770@upi,184.187.137.168,401,background,
ACC00546,Vivaan Sharma,"House 574462, Block 513, Green Avenue, Mumbai - 400893",+91-7523696155,DEV-macOS-15-577359585476,6813528137@upi,40.110.48.34,58,background,
ACC00547,Isha Pillai,"House 110695, Block 42, Park Street, Kolkata - 700750",+91-9219736534,DEV-Android-13-828792261142,2272540852@upi,177.238.132.170,87,background,
ACC00548,Diya Rao,"House 62930, Block 604, Hill Road, Kolkata - 700785",+91-7623192133,DEV-Windows-11-215462281939,BANKACC-5058546839,47.134.146.167,898,background,
ACC00549,Nikhil Sharma,"House 315, Block 395, Station Road, Mumbai - 400932",+91-8098412758,DEV-macOS-15-921324292926,BANKACC-2288608754,196.159.105.160,671,background,
ACC00550,Myra Iyer,"House 663237, Block 884, Ring Road, Ludhiana - 141837",+91-7970251443,DEV-macOS-15-325458132479,BANKACC-3756336048,215.58.5.140,230,background,
ACC00551,Simran Malhotra,"House 506826, Block 611, Park Street, Kolkata - 700466",+91-8878040684,DEV-macOS-15-426266993622,4600224961@upi,38.222.200.41,532,background,
ACC00552,Aadhya Gupta,"House 537187, Block 88, Civil Lines, Kolkata - 700730",+91-7981342119,DEV-Android-13-983000742057,BANKACC-2734686016,40.112.37.157,513,background,
ACC00553,Isha Chatterjee,"House 249557, Block 215, Civil Lines, Delhi - 110451",+91-9020414719,DEV-Android-14-923721198426,BANKACC-2783611277,69.33.243.224,729,background,
ACC00554,Varun Iyer,"House 841431, Block 813, Sector 12, Hyderabad - 500836",+91-8040247214,DEV-macOS-15-776948560177,6460106636@upi,67.122.94.189,1,background,
ACC00555,Aditya Chauhan,"House 549628, Block 15, Sector 12, Kolkata - 700434",+91-8799613689,DEV-iOS-18-361043060295,6595015712@upi,216.195.171.35,409,background,
ACC00556,Tanvi Nair,"House 64349, Block 331, Station Road, Ludhiana - 141616",+91-7528230622,DEV-iOS-18-891103496321,BANKACC-3995943628,68.87.170.75,135,background,
ACC00557,Krishna Bhatt,"House 363847, Block 628, Park Street, Delhi - 110268",+91-7524093191,DEV-macOS-15-322407359531,BANKACC-2405487011,148.187.49.144,791,background,
ACC00558,Vivaan Gupta,"House 18751, Block 684, Sector 12, Jaipur - 302346",+91-9588086405,DEV-Android-14-215346043581,7090647664@upi,219.58.216.183,677,background,
ACC00559,Kiara Pillai,"House 384564, Block 594, Station Road, Chennai - 600951",+91-9150876507,DEV-Windows-11-955529545643,3651589951@upi,127.146.124.239,552,background,
ACC00560,Saanvi Chatterjee,"House 791132, Block 276, Sector 12, Kolkata - 700574",+91-7028392148,DEV-iOS-18-670243407347,BANKACC-4723495062,204.45.146.127,428,background,
ACC00561,Dev Mehta,"House 67304, Block 290, Lake View, Hyderabad - 500451",+91-9731157935,DEV-iOS-18-600899964148,6381554617@upi,13.140.109.75,638,background,
ACC00562,Riya Sharma,"House 710887, Block 783, Ring Road, Hyderabad - 500924",+91-8955049390,DEV-iOS-18-304157336168,8520699330@upi,98.247.154.248,62,background,
